Name,Latitude,Longitude,Address,Phone,Website,City
Laguna de Santa Rosa Trail,38.40604359999999,-122.8117633,"6303 CA-12, Santa Rosa, CA 95409, USA",(707) 433-1625,http://parks.sonomacounty.ca.gov/Get_Outdoors/Parks/Laguna_de_Santa_Rosa_Trail.aspx,Santa Rosa
Peanuts Statue,38.4405718,-122.7144757,"545 4th St, Santa Rosa, CA 95401, USA",Unknown,Unknown,Santa Rosa
Peanuts Statue,38.42784239999999,-122.7493697,"751 Lombardi Ct, Santa Rosa, CA 95407, USA",Unknown,Unknown,Santa Rosa
Peanuts Statue,38.4590836,-122.7306704,"151 Coddingtown Center, Santa Rosa, CA 95401, USA",Unknown,Unknown,Santa Rosa
California Welcome Center,38.4375432,-122.7214426,"9 4th St, Santa Rosa, CA 95401, USA",(707) 577-8674,https://www.visitcalifornia.com/experience/california-welcome-center-santa-rosa/,Santa Rosa
California Indian Museum & Cultural Center,38.5088862,-122.7645482,"5250 Aero Dr, Santa Rosa, CA 95403, USA",(707) 579-3004,https://cimcc.org/,Santa Rosa
Laguna de Santa Rosa Foundation,38.4260534,-122.8215185,"900 Sanford Rd, Santa Rosa, CA 95401, USA",(707) 527-9277,http://www.lagunadesantarosa.org/,Santa Rosa
Snoopy's Home Ice,38.460572,-122.734344,"1667 W Steele Ln, Santa Rosa, CA 95403, USA",(707) 546-7147,http://www.snoopyshomeice.com/,Santa Rosa
Peanuts Statues,38.4415633,-122.7455996,"131 Stony Cir, Santa Rosa, CA 95401, USA",Unknown,Unknown,Santa Rosa
Buena Vista Museum of Natural History & Science,35.3777015,-119.0184299,"2018 Chester Ave, Bakersfield, CA 93301, USA",(661) 324-6350,http://www.buenavistamuseum.org/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17814811990716261384,Bakersfield
Kern County Museum,35.3934454,-119.0194027,"3801 Chester Ave, Bakersfield, CA 93301, USA",(661) 437-3330,http://kerncountymuseum.org/,Bakersfield
Bakersfield Museum of Art,35.37678599999999,-119.008974,"1930 R St, Bakersfield, CA 93301, USA",(661) 323-7219,http://www.bmoa.org/,Bakersfield
Central Park at Mill Creek,35.3741849,-119.0088485,"500 19th St, Bakersfield, CA 93301, USA",(661) 326-3866,https://www.bakersfieldcity.us/297/Recreation-Parks,Bakersfield
The Park at River Walk,35.3513811,-119.1272181,"11298 Stockdale Hwy, Bakersfield, CA 93311, USA",(661) 326-3866,https://www.bakersfieldcity.us/297/Recreation-Parks,Bakersfield
California Living Museum,35.4322965,-118.8853528,"10500 Alfred Harrell Hwy, Bakersfield, CA 93306, USA",(661) 872-2256,http://calmzoo.org/,Bakersfield
Mural Alley Bakersfield,35.3750252,-119.0220234,"1727 18th St Suite B, Bakersfield, CA 93301, USA",Unknown,http://www.localefarmtotable.com/,Bakersfield
BLOOM Mural Bakersfield,35.3771554,-118.9894868,"801 Kentucky St, Bakersfield, CA 93305, USA",Unknown,http://www.thehubofbakersfield.org/,Bakersfield
Lori Brock Discovery Center,35.3935639,-119.0194149,"3801 Chester Ave, Bakersfield, CA 93301, USA",(661) 437-3330,https://kerncountymuseum.org/lori-brock-discovery-center/,Bakersfield
Colonel Thomas Baker Memorial,35.3730326,-119.0195212,"1501 Truxtun Ave, Bakersfield, CA 93301, USA",(661) 392-2130,http://ohp.parks.ca.gov/?page_id=21423,Bakersfield
Beale Park,35.3622881,-119.0249926,"500 Oleander Ave, Bakersfield, CA 93304, USA",(661) 326-3866,https://www.bakersfieldcity.us/297/Recreation-Parks,Bakersfield
Visit Bakersfield,35.37300939999999,-119.007677,"515 Truxtun Ave, Bakersfield, CA 93301, USA",(866) 425-7353,http://www.visitbakersfield.com/,Bakersfield
The Bakersfield Sign,35.38615,-119.0424809,"3032-3000 Sillect Ave, Bakersfield, CA 93308, USA",Unknown,Unknown,Bakersfield
Saunders Park,35.3621328,-119.0412278,"3300 Palm St, Bakersfield, CA 93309, USA",(661) 326-3866,https://www.bakersfieldcity.us/297/Recreation-Parks,Bakersfield
Panorama Vista Preserve,35.4127933,-118.9994859,"901 E Roberts Ln, Bakersfield, CA 93308, USA",(661) 872-3569,http://panoramavista.org/,Bakersfield
Cross of Palms,35.43429409999999,-119.172055,"7000-9698 Rudd Ave, Bakersfield, CA 93314, USA",Unknown,Unknown,Bakersfield
Panorama Park,35.40849850000001,-118.9933925,"901 Panorama Dr, Bakersfield, CA 93305, USA",(661) 872-5149,Unknown,Bakersfield
Yokuts Park,35.37599489999999,-119.0470921,"4200 Empire Dr, Bakersfield, CA 93309, USA",(661) 326-3866,https://www.bakersfieldcity.us/297/Recreation-Parks,Bakersfield
Ingenious Escape Rooms - Bakersfield Stockdale,35.31139919999999,-119.0719076,"6225 District Blvd #103, Bakersfield, CA 93313, USA",(661) 493-6383,https://ingeniousescapebakersfield.com/,Bakersfield
Hart Memorial Park,35.4444575,-118.9081356,"Hart Park, Bakersfield, CA 93308, USA",Unknown,https://hmp.areafish.com/,Bakersfield
Buffalo Bill Ranch State Historical Park Museum,41.1631459,-100.7962165,"2921 Scouts Rest Ranch Rd, North Platte, NE 69101, USA",(308) 535-8035,http://outdoornebraska.gov/buffalobillranch/,North Platte
Golden Spike Tower,41.144225,-100.829387,"1249 N Homestead Rd, North Platte, NE 69101, USA",(308) 532-9920,https://goldenspiketower.com/,North Platte
Cody Park Railroad Museum,41.1475898,-100.7528683,"1400 N Jeffers St, North Platte, NE 69101, USA",(308) 535-6719,https://www.visitnorthplatte.com/listing/cody-park-railroad-museum/145/,North Platte
North Platte Area Children's Museum,41.136185,-100.763657,"314 N Jeffers St, North Platte, NE 69101, USA",(308) 532-3512,http://www.npchildrensmuseum.com/,North Platte
Cody Park,41.1498274,-100.7572245,"1601 N Jeffers St, North Platte, NE 69101, USA",(308) 535-6700,http://www.ci.north-platte.ne.us/parks/cody-park/,North Platte
Buffalo Bill Ranch State Historical Park,41.1627692,-100.7956034,"2921 Scouts Rest Ranch Rd, North Platte, NE 69101, USA",(308) 535-8035,http://outdoornebraska.gov/buffalobillranch/,North Platte
20th Century Veterans Memorial,41.10789399999999,-100.762932,"2811 S Jeffers St, North Platte, NE 69103, USA",(308) 532-6579,https://visitnorthplatte.com/directory-posts/20th-century-veterans-memorial/,North Platte
Lincoln County Historical Museum,41.1602472,-100.7907139,"2403 N Buffalo Bill Ave, North Platte, NE 69101, USA",(308) 534-5640,https://lincolncountymuseum.org/,North Platte
Alpha Omega Labyrinth,41.1284605,-100.7841144,"651 S Sherman Ave, North Platte, NE 69101, USA",(308) 532-1478,Unknown,North Platte
N. Platte-S. Platte River Confluence,41.1150752,-100.6825356,"Unnamed Road, North Platte, NE 69101, USA",Unknown,Unknown,North Platte
Cody Go Karts,41.11133949999999,-100.7550201,"805 Halligan Dr, North Platte, NE 69101, USA",(308) 534-8277,http://www.codygokarts.com/,North Platte
Fort Cody Trading Post,41.113552,-100.7626629,"221 Halligan Dr, North Platte, NE 69101, USA",(308) 532-8081,http://www.fortcody.com/,North Platte
Iron Horse Park,41.1076042,-100.7624213,"2901 S Jeffers St, North Platte, NE 69101, USA",Unknown,Unknown,North Platte
Crystal Cave and Falls Adventure Mini Golf,41.111802,-100.7549181,"805 Halligan Dr, North Platte, NE 69101, USA",Unknown,Unknown,North Platte
Feather River Vineyards,41.0732456,-100.6901086,"5700 SE State Farm Rd, North Platte, NE 69101, USA",(308) 696-0078,http://www.feather-river.com/,North Platte
Memorial Park Splash Pad,41.13427839999999,-100.7508355,"1200 E 4th St, North Platte, NE 69101, USA",(308) 532-4729,Unknown,North Platte
North Platte Visitor Center,41.1164147,-100.7627636,"101 Halligan Dr, North Platte, NE 69101, USA",(308) 532-4729,http://www.visitnorthplatte.com/,North Platte
Children's Museum of La Crosse,43.81075709999999,-91.2500046,"207 5th Ave S, La Crosse, WI 54601, USA",(608) 784-2652,http://www.funmuseum.org/,La Crosse
Riverside Park,43.81694439999999,-91.2558333,"100 State St, La Crosse, WI 54601, USA",(608) 789-7533,https://www.riversideparklacrosse.com/,La Crosse
Historic Hixon House Museum,43.8158517,-91.2471242,"429 7th St N, La Crosse, WI 54601, USA",(608) 782-1980,http://www.lchshistory.org/hixon-house,La Crosse
La Crosse Segway Tours,43.81201179999999,-91.2510815,"Next To Duluth Trading, 400 Main St STE 102, La Crosse, WI 54601, USA",(608) 790-5419,http://www.lacrossesegwaytours.com/,La Crosse
Riverside International Friendship Gardens,43.8183551,-91.2551039,"345-, 405 E Veterans Memorial Dr, La Crosse, WI 54601, USA",(608) 789-7533,http://www.riversidegardens.org/,La Crosse
Myrick Park,43.8210554,-91.2256521,"2000 La Crosse St, La Crosse, WI 54601, USA",(608) 789-7533,https://www.cityoflacrosse.org/Home/Components/FacilityDirectory/FacilityDirectory/90/,La Crosse
Pettibone Park,43.819739,-91.265017,"700 N Pettibone Dr, La Crosse, WI 54601, USA",(608) 789-7533,Unknown,La Crosse
Copeland Park,43.84048809999999,-91.2498898,"1130 Copeland Park Dr, La Crosse, WI 54603, USA",(608) 789-7533,https://www.cityoflacrosse.org/Home/Components/FacilityDirectory/FacilityDirectory/55/34,La Crosse
Grandad Bluff Park,43.8124379,-91.210978,"3020 Grandad Bluff Rd, La Crosse, WI 54601, USA",(608) 789-7533,https://explorelacrosse.com/project/grandad-bluff-la-crosse/,La Crosse
La Crosse Area Heritage Center,43.8116373,-91.24959,"506 Main St, La Crosse, WI 54601, USA",(608) 782-1980,http://www.lchshistory.org/,La Crosse
Dahl Auto Museum,43.80600400000001,-91.253273,"711 3rd St S, La Crosse, WI 54601, USA",(608) 791-6494,https://www.dahlautomuseum.com/,La Crosse
World's Largest Six-Pack,43.8028449,-91.2532675,"3rd St S, La Crosse, WI 54601, USA",(608) 785-4200,Unknown,La Crosse
Shrine of Our Lady of Guadalupe,43.7543354,-91.1799979,"5250 Justin Rd, La Crosse, WI 54601, USA",(877) 799-4059,https://guadalupeshrine.org/,La Crosse
Upper Hixon Forest,43.8258653,-91.1912582,"800 Milson Ct, La Crosse, WI 54601, USA",(608) 789-7533,https://www.cityoflacrosse.org/,La Crosse
Pump House Regional Arts Center,43.8101902,-91.2560841,"119 King St, La Crosse, WI 54601, USA",(608) 785-1434,http://thepumphouse.org/,La Crosse
Chad Erickson Memorial Park,43.781265,-91.201319,"3601 Park Ln Dr, La Crosse, WI 54601, USA",(608) 789-7533,https://www.cityoflacrosse.org/Home/Components/FacilityDirectory/FacilityDirectory/51/34,La Crosse
The Nature Place,43.8223227,-91.2258433,"789 Myrick Park Dr, La Crosse, WI 54601, USA",(608) 782-2494,https://natureplacelacrosse.org/,La Crosse
Paul E. Stry Nature Preserve,43.7900492,-91.1963928,"W5845 WI-33, La Crosse, WI 54601, USA",Unknown,Unknown,La Crosse
Red Cloud Park,43.8335236,-91.229549,"520 Powell St, La Crosse, WI 54601, USA",(608) 789-7533,https://www.cityoflacrosse.org/Home/Components/FacilityDirectory/FacilityDirectory/100/,La Crosse
La Crosse Escape Room,43.8126728,-91.2517684,"319 Main St, La Crosse, WI 54601, USA",(608) 518-3891,http://www.lacrosseescaperoom.com/,La Crosse
Plattsburgh City Beach,44.720654,-73.43194799999999,"4 Beach Rd, Plattsburgh, NY 12901, USA",(518) 563-7701,http://www.cityofplattsburgh-ny.gov/plattsburghcitybeach,Plattsburgh
Point Au Roche State Park,44.78551259999999,-73.38050559999999,"19 Camp Red Cloud Rd, Plattsburgh, NY 12901, USA",(518) 563-0369,https://parks.ny.gov/parks/30/details.aspx,Plattsburgh
Cumberland Bay State Park,44.7236377,-73.4266999,"152 Cumberland Head Rd, Plattsburgh, NY 12901, USA",(518) 563-5240,https://parks.ny.gov/parks/34/details.aspx,Plattsburgh
Plattsburgh State Art Museum,44.6937533,-73.4658347,"101 Broad St, Plattsburgh, NY 12901, USA",(518) 564-2474,https://www.plattsburgh.edu/plattslife/arts/art-museum/index.html,Plattsburgh
Kent-Delord House Museum,44.7004852,-73.4480793,"17 Cumberland Ave, Plattsburgh, NY 12901, USA",(518) 561-1035,http://www.kentdelordhouse.org/,Plattsburgh
U.S.S. Lake Champlain Memorial,44.6975612,-73.4423288,"Plattsburgh, NY 12901, USA",Unknown,Unknown,Plattsburgh
War of 1812 Museum,44.6819397,-73.44593920000001,"31 Washington Rd, Plattsburgh, NY 12903, USA",(518) 566-1814,https://battleofplattsburgh.org/,Plattsburgh
Trinity Park,44.6986366,-73.45232829999999,"1 Trinity Pl, Plattsburgh, NY 12901, USA",(518) 324-7709,Unknown,Plattsburgh
Kids' Station Children's Museum,44.6834736,-73.4454855,"13 New York Rd, Plattsburgh, NY 12903, USA",(518) 324-7426,Unknown,Plattsburgh
South Platt St. Park,44.6871022,-73.4553023,"21 South Platt Street, Plattsburgh, NY 12901, USA",(518) 324-7709,http://www.plattsburghrecreation.com/,Plattsburgh
Gazebo,44.6885802,-73.448168,"121 US Oval, Plattsburgh, NY 12903, USA",Unknown,Unknown,Plattsburgh
Samuel Champlain Monument Park,44.7002907,-73.4471817,"30 Cumberland Ave, Plattsburgh, NY 12901, USA",Unknown,http://www.plattsburghrecreation.com/,Plattsburgh
Champy's Fun City,44.695891,-73.488678,"411 State Rte 3, Plattsburgh, NY 12901, USA",(518) 563-2095,http://www.champysfuncity.com/,Plattsburgh
Mountain Lake Mandala mural,44.6978771,-73.4522795,"City Hall Pl, Plattsburgh, NY 12901, USA",Unknown,Unknown,Plattsburgh
Melissa Penfield Park,44.706786,-73.463684,"139 Boynton Ave, Plattsburgh, NY 12901, USA",(518) 324-7709,http://www.plattsburghrecreation.com/,Plattsburgh
MacDonough Monument,44.6990251,-73.4512683,"42 City Hall Pl, Plattsburgh, NY 12901, USA",Unknown,https://paththroughhistory.iloveny.com/listings/Macdonough-Monument/30402/#.WGf_kJ9OnqA,Plattsburgh
Bench along Terry Gordon Rec Trail,44.6829,-73.444,"9 Marine Vlg Rd, Plattsburgh, NY 12901, USA",Unknown,Unknown,Plattsburgh
Terry James Gordon Rec Path,44.69348139999999,-73.4443405,"1-99 Terry Gordon Bike Path, Plattsburgh, NY 12901, USA",Unknown,Unknown,Plattsburgh
Country Dreams Farm,44.7469444,-73.5316667,"260 Pellerin Rd, Plattsburgh, NY 12901, USA",(518) 565-6051,https://country-dreams-farm.business.site/,Plattsburgh
Betty Little Arts Park,44.6966307,-73.4532067,"32 Margaret St, Plattsburgh, NY 12901, USA",Unknown,Unknown,Plattsburgh
MagiQuest,35.361193,-80.711714,"10175 Weddington Rd, Concord, NC 28027, USA",(704) 549-8206,https://www.greatwolf.com/concord/waterpark-attractions/attractions/magiquest,Concord
SEA LIFE Charlotte-Concord,35.3692328,-80.72510779999999,"8111 Concord Mills Boulevard, Concord, NC 28027, USA",(855) 450-0512,https://www.visitsealife.com/charlotte-concord/,Concord
Mustang Owner's Museum,35.3669221,-80.671039,"4001 Dearborn Pl NW, Concord, NC 28027, USA",(980) 439-5653,https://www.mustangownersmuseum.com/,Concord
The Avett Brothers’ Tribute Mural,35.4108418,-80.58186719999999,"25 Union St N, Concord, NC 28025, USA",Unknown,http://www.cicadastudios.net/,Concord
Xtreme Play,35.4402061,-80.6044568,"1480 Concord Pkwy N, Concord, NC 28025, USA",(704) 782-1221,http://xtremeplayconcord.com/,Concord
Vietnam Veterans Park,35.4448958,-80.6356898,"760 Orphanage Rd, Concord, NC 28027, USA",Unknown,http://www.cabarruscounty.us/alp,Concord
Memorial Garden,35.40860939999999,-80.5819222,"36 Spring St SW, Concord, NC 28025, USA",(704) 786-8009,https://firstpresconcord.org/about/memorial-garden/,Concord
Frank Liske Park,35.361684,-80.6182017,"4001 Stough Rd, Concord, NC 28027, USA",(704) 920-2701,https://www.cabarruscounty.us/Parks/Frank-Liske-Park,Concord
"K1 Speed - Indoor Go Karts, Corporate Event Venue, Team Building Activities",35.40373839999999,-80.71535,"800 Derita Rd #K, Concord, NC 28027, USA",(704) 490-4771,https://k1speed.com/concord-location.html?utm_campaign=gbl_concord&utm_source=google&utm_medium=directory,Concord
Bost Grist Mill,35.322079,-80.49656279999999,"4701 NC-200, Concord, NC 28025, USA",(704) 782-1600,http://www.bostgristmill.com/,Concord
W W Flowe Park,35.3572906,-80.5858001,"99 Central Heights Dr, Concord, NC 28025, USA",(704) 262-3444,https://www.concordnc.gov/Departments/Parks-Recreation/Facilities,Concord
Great Wolf Lodge Water Park | Concord,35.3613868,-80.71172729999999,"10175 Weddington Rd, Concord, NC 28027, USA",(866) 925-9653,https://www.greatwolf.com/concord?utm_source=google&utm_medium=organic&utm_campaign=gmb-concord,Concord
Les Myers Park,35.3991201,-80.5594314,"338 Lawndale Ave SE, Concord, NC 28025, USA",(704) 920-5601,http://www.concordnc.gov/departments/parks-recreation/facilities,Concord
Cabo Winery,35.4098995,-80.5803913,"37 Union St S, Concord, NC 28025, USA",(704) 785-9463,http://cabowine.com/,Concord
Morrison Motor Car Museum,35.3590299,-80.6738745,"4545 Concord Pkwy S, Concord, NC 28027, USA",(704) 788-9500,http://www.morrisonmotorcarmuseum.com/,Concord
Hendrick Motorsports Museum and Team Shop,35.354,-80.70501,"4411 Papa Joe Hendrick Blvd, Concord, NC 28027, USA",(877) 467-4890,http://hendrickmotorsports.com/,Concord
"Hector H.Henry, II Greenway",35.37259399999999,-80.70463699999999,"8955 Weddington Rd, Concord, NC 28027, USA",(704) 920-5611,http://www.concordnc.gov/Departments/Parks-Recreation,Concord
The Speedpark at Concord Mills,35.3681047,-80.7246688,"8461 Concord Mills Boulevard, Concord, NC 28027, USA",(704) 527-8464,http://www.thespeedpark.com/,Concord
Home of the 90’s Museum,35.4471062,-80.6202838,"404 Winecoff School Rd, Concord, NC 28027, USA",(980) 316-6277,http://homeofthe90smuseumclt.com/,Concord
iFLY Indoor Skydiving - Charlotte,35.36627600000001,-80.714287,"7840 Lyles Ln NW, Concord, NC 28027, USA",(704) 851-4359,https://www.iflyworld.com/charlotte/?utm_source=G&utm_medium=local&utm_campaign=google-local,Concord
Atlanta Botanical Garden,33.7899568,-84.37259879999999,"1345 Piedmont Ave NE, Atlanta, GA 30309, USA",(404) 876-5859,https://www.atlantabg.org/,Atlanta
World of Coca-Cola,33.7625564,-84.39243599999999,"121 Baker St NW, Atlanta, GA 30313, USA",(404) 676-5151,https://www.worldofcoca-cola.com/,Atlanta
Georgia Aquarium,33.76338199999999,-84.3951098,"225 Baker St NW, Atlanta, GA 30313, USA",(404) 581-4000,https://www.georgiaaquarium.org/,Atlanta
"Martin Luther King, Jr. National Historical Park",33.7566739,-84.3731798,"450 Auburn Ave NE, Atlanta, GA 30312, USA",(404) 331-5190,https://www.nps.gov/malu/index.htm,Atlanta
Piedmont Park,33.7879265,-84.37216819999999,"Atlanta, GA 30309, USA",(404) 875-7275,https://piedmontpark.org/,Atlanta
High Museum of Art,33.7900632,-84.38555199999999,"1280 Peachtree St NE, Atlanta, GA 30309, USA",(404) 733-4400,https://www.high.org/,Atlanta
SkyView Atlanta,33.7589378,-84.3916921,"168 Luckie St NW, Atlanta, GA 30303, USA",(678) 949-9023,http://www.skyviewatlanta.com/,Atlanta
Centennial Olympic Park,33.760463,-84.3930831,"Atlanta, GA 30313, USA",(404) 223-4412,https://www.gwcca.org/centennial-olympic-park,Atlanta
Zoo Atlanta,33.7337594,-84.3716604,"800 Cherokee Ave SE, Atlanta, GA 30315, USA",(404) 624-5600,https://zooatlanta.org/,Atlanta
Atlanta History Center,33.8418797,-84.3862534,"130 W Paces Ferry Rd NW, Atlanta, GA 30305, USA",(404) 814-4000,http://www.atlantahistorycenter.com/,Atlanta
LEGO Discovery Center Atlanta,33.8533433,-84.36304419999999,"3500 Peachtree Rd NE Suite G-1, Atlanta, GA 30326, USA",(404) 848-9252,https://atlanta.legolanddiscoverycenter.com/,Atlanta
Krog Street Tunnel,33.7529948,-84.36364789999999,"1 Krog St NE, Atlanta, GA 30307, USA",(404) 492-0847,https://discoveratlanta.com/things-to-do/krog-street-tunnel/,Atlanta
Fernbank Museum | 3D Theater | Forest,33.7739247,-84.32799849999999,"767 Clifton Rd, Atlanta, GA 30307, USA",(404) 929-6300,https://www.fernbankmuseum.org/,Atlanta
Fox Theatre,33.7725999,-84.3854681,"660 Peachtree St NE, Atlanta, GA 30308, USA",(855) 285-8499,http://www.foxtheatre.org/,Atlanta
Delta Flight Museum,33.65607299999999,-84.4223545,"1060 Delta Blvd, Atlanta, GA 30354, USA",(404) 715-7886,http://deltamuseum.org/,Atlanta
Tiny Doors ATL,33.79272580000001,-84.3978715,"1380 Atlantic Dr NW Suite 14100, Atlanta, GA 30363, USA",(404) 528-8017,http://www.tinydoorsatl.com/,Atlanta
Original Selfie Museum | Atlanta,33.7515291,-84.3994487,"116 Centennial Olympic Park Dr, Atlanta, GA 30313, USA",(404) 566-5778,http://originalselfiemuseum.com/,Atlanta
Folk Art Park,33.764049,-84.38403459999999,"Courtland St NE, Atlanta, GA 30308, USA",Unknown,Unknown,Atlanta
Underground Atlanta,33.7532167,-84.39058059999999,"50 Upper Alabama St, Atlanta, GA 30303, USA",Unknown,http://www.undergroundatl.com/,Atlanta
Children's Museum of Atlanta,33.7625707,-84.39173269999999,"275 Centennial Olympic Park Dr NW, Atlanta, GA 30313, USA",(404) 659-5437,https://childrensmuseumatlanta.org/,Atlanta
Provo Canyon,40.32810239999999,-111.633856,"2487 E Provo Canyon Rd, Provo, UT 84604, USA",Unknown,Unknown,Provo
Seven Peaks Water Park Provo,40.2370735,-111.6361835,"1330 300 N, Provo, UT 84606, USA",Unknown,http://www.sevenpeaks.com/,Provo
Utah Lake State Park,40.2378421,-111.7362163,"4400 W Center St, Provo, UT 84601, USA",Unknown,https://stateparks.utah.gov/parks/utah-lake/,Provo
Bean Life Science Museum,40.2533777,-111.647436,"645 E Phillips Ln, Provo, UT 84604, USA",(801) 422-5050,https://mlbean.byu.edu/,Provo
Brigham Young University Museum of Art (MOA),40.2507587,-111.6479756,"Campus Dr, Provo, UT 84602, USA",(801) 422-8287,http://moa.byu.edu/,Provo
BYU Museum of Paleontology,40.2564305,-111.6567329,"84602-3300, 1683 N Canyon Rd, Provo, UT 84604, USA",(801) 422-3680,http://geology.byu.edu/Museum/,Provo
Museum of Mormon Mexican History,40.2538734,-111.6564138,"1501 N Canyon Rd, Provo, UT 84604, USA",(801) 830-1468,http://www.museumofmormonmexicanhistory.com/,Provo
Provo Daughters of Utah Pioneers Museum,40.2414444,-111.6667472,"550 N 500 W, Provo, UT 84601, USA",(801) 852-6609,https://www.provo.org/departments/parks/pioneer-museum-village,Provo
BYU's Museum of Peoples and Cultures,40.2629932,-111.6578209,"2201 N Canyon Rd, Provo, UT 84604, USA",(801) 422-0020,http://mpc.byu.edu/,Provo
Provo Beach,40.29960559999999,-111.6590822,"4801 N University Ave #210, Provo, UT 84604, USA",(801) 224-5001,http://www.provobeach.com/,Provo
Provo Pioneer Village,40.24201970000001,-111.6667831,"600 N 500 W, Provo, UT 84601, USA",Unknown,http://www.provopioneervillage.org/,Provo
Pioneer Park,40.233059,-111.668294,"500 W Center St, Provo, UT 84601, USA",(801) 852-6000,http://www.provo.org/Home/Components/FacilityDirectory/FacilityDirectory/56/200,Provo
Upper Falls Park,40.346547,-111.5940227,"2542-2756 Provo Canyon Rd, Provo, UT 84604, USA",Unknown,Unknown,Provo
Provo city hall fountain,40.2335235,-111.6671681,"495 W Center St, Provo, UT 84601, USA",Unknown,Unknown,Provo
The Rift,40.2160813,-111.662589,"1200 Towne Centre Blvd suite 1158, Provo, UT 84601, USA",(801) 623-6985,https://therift.paladinarcher.com/,Provo
Memorial Park,40.2341941,-111.644203,"800 E Center St, Provo, UT 84606, USA",(801) 852-6600,https://www.provo.org/departments/parks,Provo
The Hill,40.24941159999999,-111.7163152,"1199 Lakeshore Dr, Provo, UT 84601, USA",Unknown,Unknown,Provo
South Fork Park,40.3485019,-111.5469529,"4988 S Fork Rd, Provo, UT 84604, USA",(801) 852-6606,http://provo.org/Home/Components/FacilityDirectory/FacilityDirectory/45/200?sortn=EDate&sortd=asc,Provo
Bridal Veil Falls View Area,40.3414968,-111.6030504,"1025 Provo River Pkwy, Provo, UT 84604, USA",Unknown,Unknown,Provo
Canyon View Park,40.3239752,-111.644079,"2383 E Provo Canyon Rd, Provo, UT 84604, USA",(801) 851-8600,http://www.utahcounty.gov/parks/ParkDetails.asp?IDNO=4,Provo
Frederic Remington Art Museum,44.6985554,-75.4932603,"303 Washington St, Ogdensburg, NY 13669, USA",(315) 393-2425,http://www.fredericremington.org/,Ogdensburg
Fort de la Presentation site,44.6958606,-75.5028291,"Van Rensselaer Point, 22 Albany Ave, Ogdensburg, NY 13669, USA",(315) 393-3620,http://www.fort1749.org/,Ogdensburg
Boat launch,44.6903293,-75.4949312,"50 E River St, Ogdensburg, NY 13669, USA",Unknown,Unknown,Ogdensburg
Eel Weir State Park,44.6303892,-75.4768366,"424 Co Rd 4, Ogdensburg, NY 13669, USA",(315) 393-1138,https://parks.ny.gov/parks/eelweir/details.aspx,Ogdensburg
Wheathouse Bay,44.7073014,-75.4766164,"504 N Meadow Dr, Ogdensburg, NY 13669, USA",Unknown,Unknown,Ogdensburg
Welcome to New York Sign - Ogdensburg,44.7231275,-75.4549649,"102 Bridge Approach Rd, Ogdensburg, NY 13669, USA",Unknown,Unknown,Ogdensburg
Charles W. Kelly Memorial Park,44.69898699999999,-75.4845758,"Ogdensburg, NY 13669, USA",Unknown,Unknown,Ogdensburg
Groulx Park,44.7071675,-75.4679203,"406 Champlain St, Ogdensburg, NY 13669, USA",Unknown,Unknown,Ogdensburg
Morrisette Park,44.7010736,-75.4944349,"2 Caroline St, Ogdensburg, NY 13669, USA",Unknown,Unknown,Ogdensburg
Crescent Place Park,44.6910355,-75.4919958,"112 Crescent Pl, Ogdensburg, NY 13669, USA",Unknown,Unknown,Ogdensburg
Abbe Picquet Walking Trail,44.69581470000001,-75.5039017,"Ogdensburg, NY 13669, USA",Unknown,Unknown,Ogdensburg
Pop-up,44.6902072,-75.5049006,"207 Adams Ave, Ogdensburg, NY 13669, USA",(518) 774-1352,Unknown,Ogdensburg
Saint Lawrence Park,44.63336890000001,-75.5831077,"4911 NY-37, Ogdensburg, NY 13669, USA",Unknown,Unknown,Ogdensburg
Ogdensburg Recreation Director,44.698004,-75.49725699999999,"100 Riverside Ave, Ogdensburg, NY 13669, USA",(315) 393-1980,Unknown,Ogdensburg
Ogdensburg Lighthouse,44.6978004,-75.5034244,"Ogdensburg, NY 13669, USA",Unknown,Unknown,Ogdensburg
The Broadmoor Seven Falls,38.7814336,-104.879953,"1045 Lower Gold Camp Rd, Colorado Springs, CO 80905, USA",(855) 923-7272,https://www.sevenfalls.com/,Colorado Springs
Cheyenne Mountain Zoo,38.77053559999999,-104.8520371,"4250 Cheyenne Mountain Zoo Rd, Colorado Springs, CO 80906, USA",(719) 633-9925,http://www.cmzoo.org/,Colorado Springs
Cave of the Winds Mountain Park,38.87249189999999,-104.9203241,"100 Cave of the Winds Rd, Manitou Springs, CO 80829, USA",(719) 685-5444,https://caveofthewinds.com/,Colorado Springs
Ghost Town Museum,38.8404749,-104.8607719,"400 S 21st St, Colorado Springs, CO 80904, USA",(719) 634-0696,http://www.ghosttownmuseum.com/,Colorado Springs
Garden of the Gods,38.87179329999999,-104.8861757,"Colorado Springs, CO 80904, USA",(719) 634-6666,https://gardenofgods.com/,Colorado Springs
North Cheyenne Cañon Park,38.7909863,-104.8653081,"2120 S Cheyenne Canyon Rd, Colorado Springs, CO 80906, USA",(719) 385-6086,https://coloradosprings.gov/page/north-cheyenne-canon,Colorado Springs
Manitou Cliff Dwellings,38.8628747,-104.912272,"10 Cliff Rd, Manitou Springs, CO 80829, USA",(719) 685-5242,http://www.cliffdwellingsmuseum.com/,Colorado Springs
