,NAME,room type,price,minimum nights,review rate number,house_rules,maximum occupancy,city
2116,Blue House on the Hill,Entire home/apt,131.0,2.0,5.0,No smoking & No visitors & No parties,2,Lynchburg
2117,Super Sunny Room with Fireplace!,Private room,206.0,2.0,4.0,No smoking,2,Tallahassee
2118,Bed & Bagel~a charming 3 bedroom loft,Entire home/apt,1091.0,4.0,2.0,No smoking,5,Grand Forks
2119,Night with a king,Shared room,695.0,1.0,3.0,No children under 10,1,Wrangell
2120,Haven in the Heights,Shared room,960.0,1.0,3.0,No parties & No visitors,1,Islip
2121,Artsy Harlem Guest Space,Entire home/apt,1186.0,3.0,5.0,No smoking & No pets,8,Huntsville
2122,"Cute, clean studio in Central Harlem",Entire home/apt,518.0,1.0,5.0,No parties,3,Wichita
2123,Large room in Bushwick,Private room,1174.0,1.0,3.0,,2,Wenatchee
2124,Old World Charm in the Heart of Brooklyn R1,Private room,385.0,4.0,5.0,No parties & No pets,2,International Falls
2125,Lofted Bedroom in Awesome Greenpoint Loft!,Private room,110.0,14.0,2.0,No parties & No visitors & No pets,2,Raleigh
2126,Spacious and Sunny in Prime Park Slope,Entire home/apt,1038.0,1.0,4.0,No pets,8,Staunton
2127,ARTIST LOFT in WILLIAMSBURG,Private room,710.0,1.0,1.0,No parties,2,New Bern
2128,Charming studio in the heart of Astoria,Entire home/apt,519.0,4.0,4.0,No parties,4,Rockford
2129,Contemporary Brooklyn Lifestyle Apt /JFK Airport,Entire home/apt,610.0,2.0,2.0,No pets,6,Newark
2130,Large room in 2BR apartment,Private room,398.0,2.0,5.0,No visitors,2,Boise
2131,Charming 2 Bedroom Apt in Midtown,Entire home/apt,392.0,3.0,1.0,No children under 10,2,Worcester
2132,Bright 1BR in heart of Greenpoint,Entire home/apt,426.0,3.0,4.0,No visitors & No smoking,3,Harlingen
2133,"UES APT- NEAR CENTRAL PARK, MUSEUMS",Entire home/apt,1136.0,2.0,3.0,No children under 10 & No visitors & No smoking,7,Des Moines
2134,Large Modern 1 BR on UpperWestSide,Entire home/apt,481.0,7.0,1.0,No pets,3,Prescott
2135,Magnificent NYC 1 Bedroom Apt on the River!!,Entire home/apt,445.0,30.0,3.0,No pets,2,Syracuse
2136,One bedroom; private house; great location,Private room,301.0,2.0,3.0,No parties & No smoking & No visitors,2,Huntsville
2137,STAY HERE! Nice&Quite 1BD in Financial District!,Entire home/apt,339.0,1.0,2.0,,2,Meridian
2138,Modern 1BR Apt in the Heart Of NYC,Entire home/apt,418.0,7.0,5.0,No smoking & No children under 10 & No pets,3,Petersburg
2139,Large apartment walking distance to Williamsburg,Private room,1157.0,4.0,4.0,No parties & No visitors,1,Columbus
2140,Private Lrg bedroom in a convrtable 2 Bed Apt.,Private room,83.0,1.0,4.0,No children under 10,1,Latrobe
2141,Private Studio Apartment in Bushwick,Entire home/apt,160.0,2.0,3.0,No children under 10 & No smoking,2,Boise
2142,"Convenient to JFK, La Guardia Airport and Dining",Private room,98.0,2.0,1.0,No children under 10 & No parties,2,Pueblo
2143,Spacious & Homey Williamsburg 1BR Apartment,Entire home/apt,1004.0,5.0,3.0,No parties,4,San Diego
2144,Sunny & cozy 1BR in the heart of Fort Greene,Entire home/apt,58.0,5.0,1.0,No children under 10 & No smoking,3,Killeen
2145,Charming Bedroom,Private room,1188.0,4.0,3.0,No smoking,2,Gustavus
2146,Crown Hts Beauty: Quiet and Cozy!,Entire home/apt,1054.0,7.0,2.0,No children under 10,8,Santa Maria
2147,Chic Union Square One Bedroom,Entire home/apt,1096.0,3.0,5.0,No visitors,5,Dallas
2148,Home Away,Private room,827.0,1.0,5.0,No pets,2,West Yellowstone
2149,LOFT Apartment in Bed-Stuy,Entire home/apt,762.0,3.0,3.0,No visitors,5,St. George
2150,Brooklyn Studio with a View,Entire home/apt,1168.0,2.0,3.0,No parties,5,Syracuse
2151,Delight in Your Home Away from Home in NYC!,Entire home/apt,872.0,2.0,3.0,No pets & No smoking,5,Boston
2152,Cozy Beautiful Room Only 20min from Manhattan NYC!,Private room,122.0,7.0,1.0,No parties & No smoking,1,Tallahassee
2153,A large private room with indoor garden,Private room,427.0,3.0,3.0,No smoking,2,Dodge City
2154,Joy,Private room,444.0,15.0,3.0,No parties & No smoking,1,Rhinelander
2155,Spacious room in front of prospect park,Private room,259.0,1.0,5.0,No smoking,1,Houston
2156,Voted #1 Airbnb In NYC,Entire home/apt,934.0,2.0,3.0,No children under 10,3,Norfolk
2157,Your own hip and cozy 1BD apartment,Entire home/apt,1188.0,14.0,3.0,No children under 10,4,Ponce
2158,Charming garden apt in a brownstone,Entire home/apt,191.0,5.0,1.0,No parties & No pets,2,Everett
2159,Brick House: Unique Garden Apartment! King Bed!,Entire home/apt,859.0,2.0,3.0,No visitors & No parties & No children under 10,8,Staunton
2160,Private bedroom w/ roofdeck NO CLEANING FEE,Private room,1033.0,3.0,5.0,No pets,1,Durango
2161,5br Duplex. @ Ferry!  Water&City Views!,Entire home/apt,733.0,4.0,3.0,No smoking,5,Pasco
2162,Prospect Brownstone Palace,Entire home/apt,230.0,4.0,3.0,No children under 10,3,Salisbury
2163,Private bedroom and bathroom in spacious apartment,Private room,51.0,1.0,2.0,No children under 10,1,Rapid City
2164,Long Island City Penthouse 1 stop 2 Manhattan,Entire home/apt,1152.0,30.0,5.0,,4,Burlington
2165,2 Bedrooms and One Bath Room,Entire home/apt,93.0,5.0,5.0,No smoking,3,Grand Island
2166,Huge Bedroom with Private Shower and Bathroom,Private room,1056.0,1.0,3.0,No smoking,1,Pasco
2167,Beautiful 1 BR 1 Bath in Boerum Hill Brooklyn,Private room,667.0,1.0,2.0,,2,Aguadilla
2168,Greenwich Village w Private Garden,Private room,310.0,2.0,2.0,No pets,1,Grand Island
2169,Lovely New York Guest Room,Private room,1138.0,1.0,5.0,No pets,1,Jacksonville
2170,Private Room & Private bathroom 2mins to subway!,Private room,522.0,1.0,1.0,,2,Moab
2171,Bright and modern apartment in Williamsburg!,Entire home/apt,865.0,6.0,4.0,No smoking,5,Dallas
2172,Nightly or long sublet. (12x12 room in 2BR),Private room,760.0,2.0,3.0,No parties,2,Victoria
2173,Whole apartment in Forest Hills,Entire home/apt,881.0,5.0,3.0,,5,St. Cloud
2174,Cozy gem in Greenwich Village @ border of SoHo,Entire home/apt,714.0,2.0,5.0,No visitors,6,Kansas City
2175,Charming Modern Bed-Stuy Brooklyn Townhouse W/Yard,Entire home/apt,1152.0,3.0,5.0,,11,Charlottesville
2176,Modern CottageStyle EarlyBirdDiscount! TimeSquare,Entire home/apt,177.0,3.0,4.0,No pets & No visitors & No parties,2,Bellingham
2177,Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,Private room,705.0,2.0,1.0,No smoking,2,Salt Lake City
2178,Cozy studio basement in heart of Brooklyn,Private room,489.0,2.0,4.0,No pets,2,Burlington
2179,"Spacious, Cozy Bedroom in Bushwick",Private room,62.0,1.0,3.0,No parties & No visitors,2,Meridian
2180,Downtown NYC Convenient Private Room,Private room,688.0,1.0,4.0,,1,Cordova
2181,East Village Large Studio,Entire home/apt,957.0,2.0,1.0,No visitors & No parties,9,Memphis
2182,"Gramercy Park 1BR w/ Great Views, Gym, W/D, near the subway by Blueground",Entire home/apt,836.0,30.0,2.0,No pets & No children under 10,5,Latrobe
2183,Relaxing Stay in Brooklyn,Entire home/apt,838.0,1.0,3.0,No smoking & No parties,5,Honolulu
2184,Cozy Studio Heart Of Midtown!5160,Entire home/apt,515.0,30.0,2.0,No parties & No pets & No visitors,2,Gulfport
2185,CROWN HEIGHTS GUEST HOUSE 2L2R,Entire home/apt,467.0,3.0,2.0,No children under 10,3,Durango
2186,Trendy Brooklyn Room - 20mins from Manhattan,Private room,267.0,1.0,4.0,No children under 10 & No parties,2,Amarillo
2187,"Clean, Cozy, and Spacious Brooklyn Row House",Private room,107.0,2.0,4.0,No smoking,1,Alexandria
2188,Duplex 5 BR apartment in a historic brownstone,Entire home/apt,273.0,2.0,1.0,No children under 10 & No pets,2,Boise
2189,Gorgeous Duplex Apartment with a Garden,Entire home/apt,1172.0,3.0,2.0,,2,Sault Ste. Marie
2190,"Cozy, artistic room in Brooklyn Apt",Private room,1047.0,3.0,2.0,No pets,1,Columbia
2191,2 bedroom family luxury modern,Entire home/apt,333.0,6.0,4.0,No children under 10 & No pets,2,Pocatello
2192,Cozy perfection in the middle of everything,Entire home/apt,259.0,3.0,2.0,No smoking,2,Yuma
2193,"Bright, Clean and Spacious 2 bdrm top floor!",Entire home/apt,303.0,2.0,5.0,No pets,2,Erie
2194,Brooklyn Backyard Oasis,Entire home/apt,867.0,7.0,5.0,No smoking,4,Columbus
2195,Sun-Splashed Midtown 3BED Penthouse LOFT,Entire home/apt,155.0,6.0,5.0,No children under 10 & No visitors,2,Indianapolis
2196,Cozy Sunset Park Private Bed Room for 2 w/AC,Private room,530.0,1.0,5.0,No parties & No visitors,1,Provo
2197,MODERN ROOM IN CHARMING CLINTON HILL+ SWEET VIEW 3,Private room,1188.0,30.0,1.0,No visitors & No smoking & No pets,1,Harlingen
2198,Room in South Harlem near Central Park,Private room,703.0,3.0,4.0,No parties,2,Prescott
2199,"King-size bedroom, great location, next to park!",Private room,297.0,2.0,3.0,No pets,2,West Palm Beach
2200,Private Bedroom in Artist's Apartment,Private room,106.0,2.0,2.0,No pets,1,Wichita
2201,Midtown East Sutton Area Entire Apt,Entire home/apt,435.0,2.0,1.0,No pets,3,Valparaiso
2202,Chic Historic Harlem Brownstone,Entire home/apt,526.0,3.0,4.0,No smoking,2,Pensacola
2203,Modern  Manhattan Brownstone -1 Block to Subway,Entire home/apt,490.0,1.0,4.0,No pets & No parties & No smoking,4,Champaign
2204,"Clean and cozy room , quite neighborhood.",Private room,937.0,7.0,4.0,No children under 10 & No parties,1,Hayden
2205,Two bedroom apt in Williamsburg,Entire home/apt,371.0,4.0,2.0,No visitors,3,Cincinnati
2206,NYC from Astoria Queens,Private room,346.0,3.0,1.0,No pets,2,Rapid City
2207,Breathtaking Light & View West Village Apartment,Private room,518.0,1.0,2.0,No smoking & No children under 10,2,Ogden
2208,Luxurious Manhattan 1 Bedroom,Entire home/apt,906.0,30.0,1.0,No children under 10,2,Evansville
2209,The Turquoise Room,Private room,679.0,4.0,3.0,No smoking & No pets,1,Dothan
2210,Beautiful townhouse apt on historic street,Entire home/apt,1056.0,14.0,3.0,No visitors & No parties,2,Hilo
2211,★City That Never Sleeps★ Hotel Room @ Midtown 45 ★,Private room,649.0,2.0,1.0,No smoking,2,Manhattan
2212,Spacious Bushwick Duplex Apartment,Private room,202.0,2.0,5.0,No children under 10,1,Midland
2213,Huge Terrace 2 bed 2 Bath POOl in building,Entire home/apt,1085.0,31.0,2.0,No visitors & No pets & No children under 10,9,Barrow
2214,"Budget stay, near transportation",Entire home/apt,845.0,2.0,1.0,No pets & No parties & No children under 10,6,Dodge City
2215,Beautiful brownstone duplex in prime UES location,Entire home/apt,751.0,4.0,4.0,,4,Yuma
2216,"Sunny Apt, park view - Jeffreson L",Entire home/apt,950.0,5.0,5.0,No visitors,3,Scottsbluff
2217,BIG GORGEOUS 1 bd 2 br in PRIME of Chelsea,Entire home/apt,885.0,7.0,5.0,No visitors & No pets & No parties,4,Mason City
2218,Hanover Square Lux Downtown 1 Bd(C) Serviced Apt,Entire home/apt,1109.0,30.0,5.0,No visitors & No pets,10,Missoula
2219,"Cozy, Bright room in Williamsburg",Private room,807.0,10.0,4.0,No smoking,1,Bismarck
2220,4 bedrooms private house,Entire home/apt,437.0,4.0,4.0,No pets & No visitors & No parties,2,Fort Lauderdale
2221,Sonder | Upper East Side | Stylish 1BR + Sofa Bed,Entire home/apt,812.0,29.0,5.0,No pets,3,Salina
2222,"20 min to Manhattan, Spacious 2BD in Brooklyn, NYC",Entire home/apt,838.0,4.0,2.0,No smoking & No pets,8,Akron
2223,"Luxury Tribeca 1BR w/ Gym, Doorman + Roof deck by Blueground",Entire home/apt,501.0,30.0,3.0,No visitors & No parties,2,Pocatello
2224,Awesome Renovated Studio in Brooklyn NYC,Entire home/apt,65.0,1.0,4.0,No children under 10 & No visitors,2,Cape Girardeau
2225,Enormous Private Room in Shared Apartment,Private room,198.0,5.0,3.0,No pets & No children under 10,1,Los Angeles
2226,"West Street, Upscale Svcd 1bd Dwtn Financial Area",Entire home/apt,448.0,30.0,1.0,No visitors,2,Cody
2227,Sunny and Spacious 3 Bedroom Apt in West Village!,Entire home/apt,572.0,3.0,1.0,No parties,5,Latrobe
2228,Brownstone Studio,Entire home/apt,396.0,3.0,4.0,No smoking,3,Fayetteville
2229,"Comfortable bed, lighting, fresh linens, workspace",Private room,518.0,1.0,3.0,No children under 10 & No parties & No pets,1,Washington
2230,Spacious master bedroom in Forest Hills,Private room,151.0,2.0,1.0,No parties & No children under 10,2,Hayden
2231,Morningside Heights Gem,Entire home/apt,682.0,3.0,5.0,No pets,6,Traverse City
2232,apartment for 6ppl in SOHO,Entire home/apt,398.0,2.0,2.0,No smoking & No parties & No pets,3,Hays
2233,Private room in super location in lower Manhattan,Private room,621.0,14.0,5.0,No children under 10 & No pets,2,Augusta
2234,1800sf Urban Goddess Brooklyn Loft,Entire home/apt,898.0,2.0,2.0,No pets & No parties,4,St. Louis
2235,Cozy Room 1 Block from the Train,Private room,948.0,10.0,2.0,No pets,2,Akron
2236,PRIVATE SUNNY ROOM IN BUSHWICK!,Private room,159.0,3.0,2.0,No pets & No smoking,2,Provo
2237,Amazing 3 BEDROOMS Brooklyn,Entire home/apt,1053.0,3.0,4.0,No pets,9,Ashland
2238,Spacious & Lofted in Williamsburg,Private room,1114.0,20.0,1.0,No visitors,1,Williston
2239,"@Ferry,HUGE 2Br/3beds. Private,Renovated/Stylish..",Entire home/apt,677.0,4.0,5.0,No visitors & No parties,5,Lewisburg
2240,Sun-drenched corner apartment in East-Williamsburg,Entire home/apt,523.0,6.0,3.0,No pets & No visitors & No children under 10,3,Kalamazoo
2241,Bed Stuy Brownstone 50 steps to the Train :),Private room,1055.0,1.0,2.0,No parties & No children under 10,1,Gainesville
2242,"3BR/1.5BA East Harlem - Families, Space , Quiet!",Entire home/apt,616.0,1.0,3.0,No smoking,2,Wilmington
2243,"Sunny, couple-friendly BedStuy Apartment",Private room,701.0,1.0,4.0,No smoking,2,Evansville
2244,曼哈顿林肯中心一室一厅,Private room,1152.0,1.0,2.0,No pets,1,Daytona Beach
2245,Studio Apartment in Midtown NYC,Entire home/apt,963.0,7.0,3.0,,9,Owensboro
2246,"Room close to Prospect Park, minutes to NYC!",Private room,835.0,2.0,4.0,,1,Birmingham
2247,Luxury Highrise Near Times Square,Entire home/apt,485.0,7.0,1.0,No children under 10 & No smoking,3,Sault Ste. Marie
2248,BRIGHT CHARMING STUDIO ON UPPER EAST SIDE,Entire home/apt,496.0,30.0,2.0,No smoking,2,Fort Lauderdale
2249,Peaceful Studio In South Williamsburg,Entire home/apt,151.0,2.0,2.0,No children under 10,3,Spokane
2250,Sunny livingroom in 1 bedroom. Couch only though.,Private room,1134.0,1.0,3.0,No parties,2,Rock Springs
2251,Central Park Loft,Entire home/apt,591.0,1.0,4.0,No pets & No children under 10 & No smoking,3,Plattsburgh
2252,Newly Renovated with Lovely Backyard!,Entire home/apt,808.0,3.0,1.0,No parties & No children under 10 & No pets,7,Stillwater
2253,Cozy & Private Bedroom only 30-35 min to Manhattan,Private room,972.0,1.0,5.0,,1,Missoula
2254,Organic Bohemian Pad in Brooklyn,Private room,1142.0,1.0,4.0,No children under 10,1,Lincoln
2255,Private Studio near LaGuardia Airport and Mahattan,Private room,910.0,3.0,5.0,No pets,1,Lynchburg
2256,Beautiful Room in Historic Hamilton Heights,Private room,144.0,21.0,4.0,,2,Newport News
2257,UES Bliss,Entire home/apt,136.0,4.0,2.0,No smoking,2,Tyler
2258,Spacious Harlem Home,Entire home/apt,694.0,3.0,4.0,No visitors,3,Santa Rosa
2259,Sunny Private Bushwick Bedroom,Private room,727.0,1.0,5.0,No visitors & No smoking,2,Greer
2260,Large family loft in the best Chelsea location,Entire home/apt,305.0,5.0,3.0,No children under 10 & No pets & No visitors,2,Redding
2261,Gorgeous Waterfront Studio: Williamsburg,Entire home/apt,1050.0,3.0,3.0,,10,Springfield
2262,Boutique Studio,Entire home/apt,162.0,5.0,5.0,No pets,2,Syracuse
2263,Mesmerized Penthouse,Entire home/apt,678.0,1.0,4.0,No children under 10,2,Gainesville
2264,"Greenpoint, BK 1 Bedroom, Couple/Solo Traveler",Entire home/apt,574.0,3.0,5.0,No parties & No visitors & No children under 10,2,Bozeman
2265,Spacious Williamsburg 1 bedroom!,Entire home/apt,455.0,1.0,1.0,No smoking,2,Austin
2266,Furnished one bedroom in Midtown West.,Entire home/apt,279.0,30.0,2.0,No parties,3,Stockton
2267,Convenient Financial District Studio,Entire home/apt,219.0,2.0,3.0,No pets & No visitors & No parties,3,Traverse City
2268,"Modern, Elegant, Private, Two-bedroom",Entire home/apt,546.0,3.0,5.0,,3,Albuquerque
2269,Private room 20mins from the city!,Private room,768.0,4.0,3.0,,1,Waterloo
2270,"Hip FiDi Studio w/ Resident's Bar, Golf Simulator, Pro Gym by Blueground",Entire home/apt,393.0,30.0,4.0,No parties & No visitors,3,Petersburg
2271,Modern & Spacious Apartment in Central Harlem,Entire home/apt,1059.0,3.0,3.0,No pets,9,Myrtle Beach
2272,Comfy Entire Studio Apartment Near Central Park,Entire home/apt,682.0,1.0,1.0,,2,Texarkana
2273,Thoughtful UWS Studio w/ Gym near Central Park by Blueground,Entire home/apt,1105.0,30.0,5.0,No visitors,8,Appleton
2274,Spacious studio in LIC,Entire home/apt,455.0,4.0,4.0,No pets & No visitors,3,Yakima
2275,Inviting Brooklyn Studio,Entire home/apt,398.0,3.0,5.0,No parties & No smoking & No children under 10,3,Richmond
2276,"Manhattan-LoVe, Upper West Side, Studio.",Shared room,401.0,3.0,4.0,No visitors & No children under 10,1,Yakutat
2277,"Real 1-BR Home in West Village, Central yet Quiet!",Entire home/apt,233.0,31.0,1.0,No smoking,2,Ogden
2278,1BR Doorman Bldg Boerum Hill BK,Entire home/apt,510.0,2.0,3.0,No visitors & No pets,5,Amarillo
2279,Cozy room,Private room,758.0,5.0,3.0,No pets & No visitors & No children under 10,2,Concord
2280,SoHo studio,Entire home/apt,438.0,3.0,5.0,,4,Rhinelander
2281,Bright 3 floors home in Bushwick with precious art,Private room,648.0,2.0,5.0,No visitors,2,Laredo
2282,Beautiful UWS Apt with Balcony,Entire home/apt,1155.0,2.0,3.0,,2,Charlottesville
2283,"Cozy, tranquil bedroom steps from Central Park A",Private room,663.0,20.0,2.0,No smoking & No children under 10,2,Cedar Rapids
2284,Bright & spacious room in Brooklyn sanctuary,Private room,1032.0,3.0,2.0,No children under 10,1,King Salmon
2285,Apartment in Park Slope / Rooftop Access,Private room,382.0,4.0,2.0,No pets & No children under 10,2,Fort Dodge
2286,Cozy BK Apt -Roof & Balcony- 5 star host reviews!,Entire home/apt,374.0,2.0,5.0,No pets,2,Wenatchee
2287,Brooklyn Serene Bedrooms,Entire home/apt,389.0,5.0,5.0,No smoking,2,Sanford
2288,Spacious 2 Bed on Park with Washer/Dryer #6113,Entire home/apt,1156.0,30.0,5.0,No visitors,6,Nome
2289,Queens Village Vacation Getaway,Entire home/apt,275.0,1.0,5.0,No visitors & No smoking & No pets,3,Joplin
2290,Great East Village bedroom NYC,Private room,367.0,2.0,2.0,No visitors,1,Branson
2291,Spacious Sunnyside Room. Lots of Natural Lights.,Private room,715.0,30.0,3.0,,1,Cedar Rapids
2292,Local hosts. Luxurious room few blocks to Q train,Private room,455.0,3.0,2.0,No pets,2,Butte
2293,Stylish & Spacious Apartment in Harlem Brownstone,Entire home/apt,725.0,2.0,2.0,,6,Saipan
2294,Extra Cozy Room in Center of Williamsburg,Private room,1033.0,1.0,1.0,No pets,1,Chattanooga
2295,Room in musicians loft/music venue,Private room,755.0,3.0,5.0,No visitors,1,Pasco
2296,New york Single family home,Entire home/apt,1184.0,2.0,2.0,No visitors,9,Deadhorse
2297,Manhattan - Private Room - 1 mn Subway/Metro,Private room,804.0,1.0,5.0,No children under 10 & No pets,1,Florence
2298,"EAST VILLAGE, Tompkins Park, Private Rm + Bathroom",Private room,1177.0,4.0,1.0,No smoking,1,Hancock
2299,"Comfy Wall Street 1BR w/ Speakeasy, Gym, + Rooftop by Blueground",Entire home/apt,662.0,30.0,3.0,No children under 10 & No pets,4,Beaumont
2300,Summer home in NYC 5-Bedroom Private House,Entire home/apt,432.0,2.0,5.0,,2,Rhinelander
2301,Midtown Manhattan Two Full Bedrooms - Private,Entire home/apt,672.0,6.0,4.0,No visitors & No smoking & No pets,6,Akron
2302,Cute private room in the heart of Soho,Private room,1084.0,5.0,4.0,No children under 10,2,New Orleans
2303,Charming Private Brooklyn Apartment,Entire home/apt,766.0,3.0,3.0,,2,Eugene
2304,"Sunny 2bdrm Apt. near Bryant Park, Apt 2B",Entire home/apt,524.0,30.0,4.0,No parties,2,Lexington
2305,Sunny apartment,Private room,506.0,3.0,2.0,No parties,1,Cincinnati
2306,beautiful 2 bedroom skylight apt,Entire home/apt,636.0,7.0,2.0,,3,Miami
2307,Modern Staten Island Townhouse- Welcome home!,Entire home/apt,325.0,2.0,5.0,,2,Florence
2308,Studio loft - Williamsburg/Bushwick,Entire home/apt,215.0,2.0,2.0,No visitors,3,Anchorage
2309,Luxury Building - Private Room,Private room,569.0,4.0,3.0,No visitors & No smoking,1,Flint
2310,Cozy Room in Upper-East Side Tower,Private room,1068.0,20.0,5.0,No parties & No pets,1,Dodge City
2311,Brooklyn BedStuy Apt close to Subway and Downtown,Private room,1124.0,2.0,2.0,,2,Cedar City
2312,Sunny apartment in the heart of trendy Greenpoint,Entire home/apt,909.0,30.0,5.0,No parties,4,Ashland
2313,Cozy apartment near Central Park,Entire home/apt,738.0,1.0,5.0,No pets,6,Santa Maria
2314,Clinton Hill Private Room,Private room,745.0,3.0,4.0,No parties & No smoking,1,Fort Lauderdale
2315,"Large, sunny room with private bath.",Private room,846.0,2.0,4.0,No pets,2,Trenton
2316,Williamsburg Brooklyn 2BR  Apt. / 5min to L Train,Entire home/apt,516.0,7.0,5.0,No visitors,4,Wichita
2317,Sunny Charming Clinton Hill Apartment,Entire home/apt,339.0,31.0,1.0,No children under 10,2,Eugene
2318,Beautiful Williamsburg Loft,Entire home/apt,726.0,2.0,5.0,No pets,6,Fort Smith
2319,Private Room in quiet XL East Village apartment!,Private room,1169.0,1.0,5.0,No parties,2,Medford
2320,Small Private Studio!,Private room,690.0,2.0,2.0,No children under 10 & No visitors,1,Daytona Beach
2321,East Village Studio Apartment,Entire home/apt,599.0,2.0,2.0,No pets & No parties,2,Shreveport
2322,Cozy private room in nice neighborhood Brooklyn,Private room,564.0,2.0,4.0,No parties & No children under 10,1,Paducah
2323,Cozy studio with stunning views of Dwntwn,Entire home/apt,404.0,2.0,5.0,,3,Abilene
2324,"Comfortable,3 bedroom, 2bath home away from home",Entire home/apt,926.0,2.0,3.0,No children under 10,5,San Francisco
2325,Zen 1 bedroom near Central Park+MET+Guggenheim,Entire home/apt,517.0,14.0,3.0,No pets,3,Madison
2326,"Elegant/Classy Artist Loft, 2 Priv bdms/CLEAN",Entire home/apt,944.0,21.0,1.0,No pets & No children under 10 & No smoking,7,Augusta
2327,Clean & Large room hearth of NYC Midtown!!,Private room,741.0,9.0,5.0,No parties & No smoking,1,Harrisburg
2328,Beautiful 1 Bdrm w/ Large Private Patio,Entire home/apt,1193.0,2.0,4.0,No pets,8,Lihue
2329,Sunny Designer Apartment in East Village,Entire home/apt,143.0,2.0,5.0,No parties & No smoking,3,Nome
2330,Perfect Location! Spacious Upper West Side Flat,Entire home/apt,598.0,2.0,5.0,No parties,5,Casper
2331,"Huge amazing 1bdrm, Upper Manhattan",Entire home/apt,350.0,5.0,1.0,No children under 10 & No parties,2,Boston
2332,Shared apartment by the Central Park,Shared room,1112.0,1.0,2.0,No children under 10,1,Fort Leonard Wood
2333,Pet & Tony's Residence,Entire home/apt,271.0,1.0,3.0,No parties & No visitors & No pets,2,St. Louis
2334,Architect Designed Industrial Oasis in Greenpoint,Entire home/apt,458.0,1.0,2.0,No visitors & No parties & No pets,4,Valdosta
2335,Single Minimal Bedroom in Hip area of Brooklyn NYC,Private room,397.0,1.0,2.0,,1,Flagstaff
2336,Apartment in the Heart of Manhattan,Entire home/apt,694.0,14.0,3.0,,4,Elmira
2337,1 bedroom next to Prospect Park & SubwayStation,Private room,836.0,1.0,5.0,No children under 10 & No visitors & No pets,1,Belleville
2338,Bluebird Hells Kitchen 1-BR  Apt Near Central Park,Entire home/apt,865.0,30.0,2.0,No children under 10 & No smoking,3,Springfield
2339,MIDTOWN APARTMENT WITH SPECTACULAR VIEW,Entire home/apt,1012.0,6.0,1.0,,8,Roswell
2340,Oasis III,Private room,819.0,30.0,5.0,No visitors & No parties,1,Hays
2341,Comfy Queen Size Bed Near Prospect Park!,Private room,571.0,2.0,1.0,,2,Hilton Head
2342,Room in lovely loft with waterfront view,Private room,234.0,10.0,4.0,No children under 10 & No pets,2,Worcester
2343,"Sunny, spacious Upper East Side studio, sleeps 3",Entire home/apt,289.0,2.0,3.0,,2,West Palm Beach
2344,Apartment-Therapy-Featured Greenpoint Flat,Entire home/apt,1145.0,60.0,2.0,No pets,3,Tyler
2345,Beautiful furnished bedroom in Crown Heights!!!,Private room,977.0,5.0,3.0,,2,Sarasota
2346,Brooklyn private luxury room with private bathroom,Private room,979.0,1.0,2.0,No parties & No smoking,2,Cedar Rapids
2347,Room 4 -Sunny Cozy Room in Historic Victorian Home,Private room,1196.0,2.0,4.0,No pets & No parties,1,Newark
2348,"Large Beautiful Room in Prime BK, 10 Min to City!!",Private room,905.0,30.0,5.0,No smoking & No children under 10,2,Spokane
2349,Room in Upper West Side Apartment - close to park,Private room,623.0,3.0,3.0,No pets & No children under 10,2,Rochester
2350,2 BDRM apt in elevator building,Entire home/apt,403.0,1.0,3.0,No children under 10 & No smoking,4,Johnstown
2351,~*PLANT HAVEN*~ Private Room -Charming Garden Apt,Private room,354.0,3.0,3.0,No parties & No smoking,2,Memphis
2352,Charming Bedroom in Gramercy,Private room,353.0,1.0,2.0,No visitors & No parties,2,San Antonio
2353,Furnished Luxury 1BR apt. in the heart of NYC!,Entire home/apt,654.0,30.0,1.0,No pets & No smoking & No children under 10,5,Gillette
2354,Harlem Oasis,Private room,244.0,1.0,2.0,No visitors & No smoking & No parties,2,Niagara Falls
2355,PrivateRoom1/LGA&JFK&Citi field&法拉盛/BustoManhattan,Private room,278.0,1.0,2.0,No parties & No visitors & No pets,2,Gainesville
2356,Sunny Bedroom in Park Slope,Private room,1108.0,3.0,5.0,No children under 10 & No visitors,1,Fort Smith
2357,livingroom for rent queen size sofa bed or air bed,Shared room,1109.0,2.0,3.0,No children under 10,1,Harrisburg
2358,Luxury Apartment with Epic Views,Entire home/apt,288.0,2.0,4.0,No smoking,3,Ogden
2359,Clean Lines Rule: Modern and Spacious and Orange,Entire home/apt,878.0,2.0,2.0,No smoking,4,Sault Ste. Marie
2360,"Hip, Vibrant, COLORFUL Downtown Manhattan 1 Bed",Entire home/apt,763.0,2.0,1.0,No visitors,7,Hilton Head
2361,Room in Brooklyn,Private room,81.0,2.0,3.0,,1,Fort Lauderdale
2362,Cosy private room in Manhattan!!!,Private room,938.0,1.0,2.0,,1,Alamosa
2363,Room in East Village,Private room,575.0,9.0,4.0,No pets & No visitors,2,Cedar Rapids
2364,"Fresh, bright modern studio w/ Garage Parking",Entire home/apt,488.0,3.0,1.0,No parties,3,Abilene
2365,"Sunny high-ceiling, large-windows, Bushwick apt",Private room,646.0,4.0,4.0,No pets,2,Springfield
